1,39386.95293,705.358109,1861.14
2,8707.110362,141.0113621,396.2
3,8644.579611,112.505403,420.77
4,9144.364317,120.4061298,382.38
5,9105.518023,127.5940599,425.5
6,35021.63452,442.6086192,1442.21
7,35595.76671,523.47574,1645.01
8,8860.313474,153.3128059,445.92
9,35381.62183,388.7853708,1450.29
10,9267.965959,146.20928,418.92
11,36558.56473,450.7236691,1533.85
12,35918.41951,504.2236071,1468.44
13,35411.66473,487.346518,1470.53
14,1278.273202,16.79774904,84.67
15,9532.487992,219.6698599,928.13
16,4.946334839,1.600625038,9.85
17,1311.860903,17.40205002,85.63
18,12.17526197,2.037236929,10.61
19,33561.61018,456.4385691,1691.36
20,1312.540316,18.26634097,85.99
21,13.66309404,1.706034899,9.2
22,34293.29247,503.3267951,1777.32
