14,0.932760841297
6,0.93276512179
25,0.932760841297
23,0.932760841297
29,0.932760841297
5,0.932728499802
27,0.932760841297
26,0.932760841297
18,0.932760841297
13,0.932760841297
10,0.932763219349
15,0.932760841297
22,0.932760841297
3,0.932412218998
20,0.932760841297
8,0.932763219349
9,0.932763219349
16,0.932760841297
24,0.932760841297
12,0.932760841297
final,0.932760841297
21,0.932760841297
19,0.932760841297
17,0.932760841297
4,0.932700914408
7,0.932763219349
1,0.927713189908
11,0.932760841297
28,0.932760841297
31,0.932760841297
30,0.932760841297
2,0.931978938076
